Category,Page Number,id
GHG Emission Reductions,35,890
GHG Emission Reductions,36,890
GHG Emission Reductions,38,890
GHG Emission Reductions,39,890
GHG Emission Reductions,40,890
GHG Emission Reductions,43,890
GHG Emission Reductions,61,890
GHG Emission Reductions,62,890
GHG Emission Reductions,63,890
Methodology,2,890
Methodology,8,890
Methodology,12,890
Methodology,34,890
Methodology,35,890
Methodology,37,890
Methodology,40,890
Methodology,51,890
Methodology,56,890
Methodology,59,890
Methodology,63,890
Project Description,1,890
Project Description,2,890
Project Description,3,890
Project Description,4,890
Project Description,5,890
Project Description,6,890
Project Description,7,890
Project Description,8,890
Project Description,9,890
Project Description,10,890
Project Description,11,890
Project Description,12,890
Project Description,13,890
Project Description,14,890
Project Description,15,890
Project Description,16,890
Project Description,17,890
Project Description,18,890
Project Description,19,890
Project Description,20,890
Project Description,21,890
Project Description,22,890
Project Description,23,890
Project Description,24,890
Project Description,25,890
Project Description,26,890
Project Description,27,890
Project Description,28,890
Project Description,29,890
Project Description,30,890
Project Description,31,890
Project Description,32,890
Project Description,33,890
Project Description,34,890
Project Description,35,890
Project Description,36,890
Project Description,37,890
Project Description,38,890
Project Description,39,890
Project Description,40,890
Project Description,41,890
Project Description,42,890
Project Description,43,890
Project Description,44,890
Project Description,45,890
Project Description,46,890
Project Description,47,890
Project Description,48,890
Project Description,49,890
Project Description,50,890
Project Description,51,890
Project Description,52,890
Project Description,53,890
Project Description,54,890
Project Description,55,890
Project Description,56,890
Project Description,57,890
Project Description,58,890
Project Description,59,890
Project Description,60,890
Project Description,61,890
Project Description,62,890
Project Description,63,890
Credit Period,2,890
Credit Period,7,890
Credit Period,8,890
Credit Period,25,890
Credit Period,27,890
Credit Period,28,890
Credit Period,31,890
Credit Period,35,890
Credit Period,41,890
Credit Period,61,890
Credit Period,63,890
Sector,6,890
Sector,21,890
Sector,22,890
Sector,40,890
Sector,61,890
Project Proponent,3,891
Project Proponent,4,891
Project Proponent,8,891
Project Proponent,16,891
Project Proponent,18,891
Project Proponent,19,891
Project Proponent,25,891
Project Proponent,29,891
Project Proponent,31,891
Project Proponent,32,891
Project Proponent,37,891
GHG Emission Reductions,3,891
GHG Emission Reductions,7,891
GHG Emission Reductions,9,891
GHG Emission Reductions,12,891
GHG Emission Reductions,14,891
GHG Emission Reductions,17,891
GHG Emission Reductions,22,891
GHG Emission Reductions,23,891
GHG Emission Reductions,24,891
GHG Emission Reductions,25,891
GHG Emission Reductions,27,891
GHG Emission Reductions,29,891
GHG Emission Reductions,31,891
Methodology,1,891
Methodology,9,891
Methodology,12,891
Methodology,22,891
Methodology,23,891
Methodology,24,891
Methodology,25,891
Methodology,26,891
Methodology,27,891
Methodology,32,891
Project Description,1,891
Project Description,2,891
Project Description,3,891
Project Description,4,891
Project Description,5,891
Project Description,10,891
Project Description,12,891
Project Description,17,891
Project Description,18,891
Project Description,21,891
Project Description,22,891
Project Description,23,891
Project Description,24,891
Project Description,25,891
Project Description,26,891
Project Description,27,891
Project Description,30,891
Project Description,31,891
Project Description,33,891
Project Description,36,891
Project Description,37,891
Project Description,39,891
Project Description,40,891
Project Description,41,891
Project Description,43,891
Credit Period,1,891
Credit Period,7,891
Credit Period,8,891
Credit Period,17,891
Credit Period,19,891
Credit Period,21,891
Credit Period,22,891
Credit Period,23,891
Credit Period,24,891
Credit Period,25,891
Credit Period,26,891
Credit Period,27,891
Credit Period,33,891
Sector,3,891
Sector,7,891
Sector,9,891
Sector,18,891
Project Proponent,4,895
Project Proponent,9,895
Project Proponent,10,895
Project Proponent,15,895
Project Proponent,22,895
Project Proponent,23,895
Project Proponent,25,895
Project Proponent,28,895
GHG Emission Reductions,1,895
GHG Emission Reductions,2,895
GHG Emission Reductions,3,895
GHG Emission Reductions,4,895
GHG Emission Reductions,5,895
GHG Emission Reductions,9,895
GHG Emission Reductions,10,895
GHG Emission Reductions,12,895
GHG Emission Reductions,14,895
GHG Emission Reductions,15,895
GHG Emission Reductions,20,895
GHG Emission Reductions,22,895
GHG Emission Reductions,24,895
GHG Emission Reductions,25,895
GHG Emission Reductions,26,895
GHG Emission Reductions,28,895
Methodology,1,895
Methodology,3,895
Methodology,12,895
Methodology,13,895
Methodology,14,895
Methodology,20,895
Methodology,21,895
Methodology,24,895
Project Description,1,895
Project Description,2,895
Project Description,3,895
Project Description,4,895
Project Description,5,895
Project Description,6,895
Project Description,7,895
Project Description,8,895
Project Description,9,895
Project Description,10,895
Project Description,11,895
Project Description,12,895
Project Description,13,895
Project Description,14,895
Project Description,15,895
Project Description,16,895
Project Description,17,895
Project Description,18,895
Project Description,19,895
Project Description,20,895
Project Description,21,895
Project Description,22,895
Project Description,23,895
Project Description,24,895
Project Description,25,895
Project Description,26,895
Project Description,27,895
Project Description,28,895
Project Description,29,895
Project Description,30,895
Project Description,31,895
Project Description,32,895
Project Description,33,895
Project Description,34,895
Project Description,35,895
Project Description,36,895
Project Description,37,895
Credit Period,1,895
Credit Period,3,895
Credit Period,5,895
Credit Period,9,895
Credit Period,12,895
Credit Period,21,895
Credit Period,22,895
Credit Period,23,895
Credit Period,26,895
Credit Period,28,895
Sector,3,895
Sector,5,895
Sector,12,895
Sector,15,895
Sector,20,895
Sector,25,895
Sector,32,895
Sector,34,895
Sector,37,895
Project Proponent,1,899
Project Proponent,10,899
Project Proponent,30,899
Project Proponent,31,899
Project Proponent,32,899
Project Proponent,39,899
Project Proponent,42,899
Project Proponent,67,899
GHG Emission Reductions,2,899
GHG Emission Reductions,3,899
GHG Emission Reductions,4,899
GHG Emission Reductions,5,899
GHG Emission Reductions,9,899
GHG Emission Reductions,12,899
GHG Emission Reductions,18,899
GHG Emission Reductions,20,899
GHG Emission Reductions,21,899
GHG Emission Reductions,22,899
GHG Emission Reductions,25,899
GHG Emission Reductions,28,899
GHG Emission Reductions,29,899
GHG Emission Reductions,30,899
GHG Emission Reductions,31,899
GHG Emission Reductions,33,899
GHG Emission Reductions,36,899
GHG Emission Reductions,38,899
GHG Emission Reductions,39,899
GHG Emission Reductions,42,899
GHG Emission Reductions,44,899
GHG Emission Reductions,45,899
GHG Emission Reductions,53,899
GHG Emission Reductions,61,899
GHG Emission Reductions,67,899
Methodology,12,899
Methodology,14,899
Methodology,15,899
Methodology,29,899
Methodology,36,899
Methodology,37,899
Methodology,40,899
Methodology,41,899
Methodology,43,899
Methodology,44,899
Project Description,1,899
Project Description,3,899
Project Description,4,899
Project Description,9,899
Project Description,11,899
Project Description,14,899
Project Description,15,899
Project Description,16,899
Project Description,19,899
Project Description,20,899
Project Description,22,899
Project Description,23,899
Project Description,24,899
Project Description,29,899
Project Description,30,899
Project Description,33,899
Project Description,34,899
Project Description,35,899
Project Description,36,899
Project Description,37,899
Project Description,38,899
Project Description,39,899
Project Description,40,899
Project Description,41,899
Project Description,42,899
Project Description,45,899
Project Description,52,899
Project Description,53,899
Project Description,54,899
Project Description,57,899
Project Description,61,899
Project Description,68,899
Project Description,71,899
Credit Period,11,899
Credit Period,44,899
GHG Emission Reductions,2,906
GHG Emission Reductions,5,906
GHG Emission Reductions,9,906
GHG Emission Reductions,22,906
GHG Emission Reductions,28,906
GHG Emission Reductions,29,906
GHG Emission Reductions,30,906
GHG Emission Reductions,31,906
GHG Emission Reductions,32,906
Methodology,1,906
Methodology,6,906
Methodology,7,906
Methodology,8,906
Methodology,16,906
Methodology,22,906
Methodology,26,906
Methodology,31,906
Methodology,32,906
Methodology,34,906
Project Description,1,906
Project Description,2,906
Project Description,3,906
Project Description,4,906
Project Description,6,906
Project Description,7,906
Project Description,8,906
Project Description,9,906
Project Description,14,906
Project Description,25,906
Project Description,26,906
Project Description,29,906
Project Description,30,906
Project Description,31,906
Project Description,32,906
Project Description,35,906
Project Description,37,906
Project Description,39,906
Project Description,40,906
Project Description,41,906
Project Description,51,906
Credit Period,1,906
Credit Period,5,906
Credit Period,6,906
Credit Period,13,906
Credit Period,24,906
Credit Period,25,906
Credit Period,26,906
Credit Period,28,906
Credit Period,30,906
Credit Period,33,906
Credit Period,35,906
Sector,2,906
Sector,4,906
Sector,6,906
Sector,22,906
Sector,28,906
Sector,31,906
Sector,32,906
Sector,33,906
Sector,34,906
Project Proponent,2,907
Project Proponent,4,907
GHG Emission Reductions,2,907
GHG Emission Reductions,3,907
GHG Emission Reductions,5,907
GHG Emission Reductions,6,907
GHG Emission Reductions,8,907
GHG Emission Reductions,9,907
GHG Emission Reductions,10,907
GHG Emission Reductions,11,907
GHG Emission Reductions,12,907
GHG Emission Reductions,14,907
GHG Emission Reductions,15,907
GHG Emission Reductions,16,907
Methodology,2,907
Methodology,4,907
Methodology,10,907
Methodology,11,907
Methodology,15,907
Methodology,17,907
Methodology,18,907
Methodology,19,907
Methodology,20,907
Methodology,21,907
Methodology,22,907
Methodology,23,907
Methodology,24,907
Methodology,25,907
Methodology,26,907
Methodology,28,907
Project Description,1,907
Project Description,2,907
Project Description,3,907
Project Description,4,907
Project Description,5,907
Project Description,6,907
Project Description,7,907
Project Description,8,907
Project Description,9,907
Project Description,10,907
Project Description,11,907
Project Description,12,907
Project Description,13,907
Project Description,14,907
Project Description,15,907
Project Description,16,907
Project Description,17,907
Project Description,18,907
Project Description,19,907
Project Description,20,907
Project Description,21,907
Project Description,22,907
Project Description,23,907
Project Description,24,907
Project Description,25,907
Project Description,26,907
Project Description,27,907
Project Description,28,907
Project Description,29,907
Project Description,30,907
Project Description,31,907
Project Description,32,907
Project Description,33,907
Project Description,34,907
Credit Period,2,907
Credit Period,3,907
Credit Period,5,907
Sector,2,907
Sector,4,907
Sector,12,907
Project Proponent,12,931
Project Proponent,13,931
Project Proponent,18,931
Project Proponent,19,931
Project Proponent,20,931
Project Proponent,24,931
Project Proponent,26,931
Project Proponent,36,931
GHG Emission Reductions,2,931
GHG Emission Reductions,3,931
GHG Emission Reductions,4,931
GHG Emission Reductions,6,931
GHG Emission Reductions,9,931
GHG Emission Reductions,11,931
GHG Emission Reductions,12,931
GHG Emission Reductions,14,931
GHG Emission Reductions,15,931
GHG Emission Reductions,17,931
GHG Emission Reductions,18,931
GHG Emission Reductions,19,931
GHG Emission Reductions,20,931
GHG Emission Reductions,21,931
GHG Emission Reductions,23,931
GHG Emission Reductions,25,931
GHG Emission Reductions,26,931
GHG Emission Reductions,27,931
GHG Emission Reductions,28,931
GHG Emission Reductions,29,931
GHG Emission Reductions,30,931
GHG Emission Reductions,31,931
GHG Emission Reductions,34,931
Methodology,2,931
Methodology,15,931
Methodology,16,931
Methodology,18,931
Methodology,23,931
Methodology,27,931
Methodology,29,931
Project Description,1,931
Project Description,2,931
Project Description,3,931
Project Description,4,931
Project Description,5,931
Project Description,6,931
Project Description,7,931
Project Description,8,931
Project Description,9,931
Project Description,10,931
Project Description,11,931
Project Description,12,931
Project Description,13,931
Project Description,14,931
Project Description,15,931
Project Description,16,931
Project Description,17,931
Project Description,18,931
Project Description,19,931
Project Description,20,931
Project Description,21,931
Project Description,22,931
Project Description,23,931
Project Description,24,931
Project Description,25,931
Project Description,26,931
Project Description,27,931
Project Description,28,931
Project Description,29,931
Project Description,30,931
Project Description,31,931
Project Description,32,931
Project Description,33,931
Project Description,34,931
Project Description,35,931
Project Description,36,931
Credit Period,3,931
Credit Period,9,931
Credit Period,18,931
Credit Period,25,931
Credit Period,28,931
Credit Period,34,931
Sector,15,931
Sector,18,931
Sector,20,931
Sector,21,931
Sector,23,931
Project Proponent,7,932
Project Proponent,32,932
Project Proponent,33,932
GHG Emission Reductions,1,932
GHG Emission Reductions,2,932
GHG Emission Reductions,3,932
GHG Emission Reductions,6,932
GHG Emission Reductions,7,932
GHG Emission Reductions,8,932
GHG Emission Reductions,9,932
GHG Emission Reductions,10,932
GHG Emission Reductions,15,932
GHG Emission Reductions,19,932
GHG Emission Reductions,23,932
GHG Emission Reductions,32,932
GHG Emission Reductions,35,932
GHG Emission Reductions,36,932
GHG Emission Reductions,37,932
Methodology,10,932
Methodology,16,932
Methodology,17,932
Methodology,18,932
Methodology,19,932
Methodology,20,932
Methodology,23,932
Methodology,34,932
Methodology,35,932
Methodology,36,932
Project Description,2,932
Project Description,3,932
Project Description,5,932
Project Description,6,932
Project Description,7,932
Project Description,8,932
Project Description,10,932
Project Description,15,932
Project Description,16,932
Project Description,17,932
Project Description,23,932
Project Description,25,932
Project Description,33,932
Project Description,34,932
Project Description,35,932
Project Description,38,932
Project Description,39,932
Credit Period,2,932
Credit Period,6,932
Credit Period,32,932
Credit Period,34,932
Sector,8,932
Sector,11,932
Sector,12,932
Sector,13,932
Sector,14,932
Sector,23,932
Sector,30,932
Sector,31,932
Sector,32,932
Sector,33,932
Sector,39,932
GHG Emission Reductions,2,936
GHG Emission Reductions,5,936
GHG Emission Reductions,7,936
GHG Emission Reductions,8,936
GHG Emission Reductions,9,936
GHG Emission Reductions,10,936
GHG Emission Reductions,15,936
GHG Emission Reductions,17,936
GHG Emission Reductions,24,936
GHG Emission Reductions,25,936
GHG Emission Reductions,27,936
GHG Emission Reductions,28,936
GHG Emission Reductions,29,936
GHG Emission Reductions,30,936
GHG Emission Reductions,31,936
Methodology,1,936
Methodology,2,936
Methodology,7,936
Methodology,8,936
Methodology,9,936
Methodology,15,936
Methodology,21,936
Methodology,24,936
Methodology,28,936
Methodology,31,936
Methodology,32,936
Project Description,1,936
Project Description,2,936
Project Description,3,936
Project Description,4,936
Project Description,5,936
Project Description,7,936
Project Description,8,936
Project Description,9,936
Project Description,11,936
Project Description,21,936
Project Description,22,936
Project Description,24,936
Project Description,25,936
Project Description,26,936
Project Description,27,936
Project Description,28,936
Project Description,29,936
Project Description,30,936
Project Description,31,936
Project Description,32,936
Project Description,33,936
Project Description,36,936
Project Description,37,936
Project Description,38,936
Project Description,40,936
Project Description,41,936
Project Description,50,936
Credit Period,1,936
Credit Period,5,936
Credit Period,13,936
Credit Period,20,936
Credit Period,21,936
Credit Period,22,936
Credit Period,24,936
Credit Period,29,936
Credit Period,33,936
Credit Period,49,936
Sector,4,936
Project Proponent,7,938
Project Proponent,8,938
Project Proponent,14,938
Project Proponent,15,938
Project Proponent,17,938
Project Proponent,18,938
GHG Emission Reductions,1,938
GHG Emission Reductions,2,938
GHG Emission Reductions,5,938
GHG Emission Reductions,6,938
GHG Emission Reductions,7,938
GHG Emission Reductions,8,938
GHG Emission Reductions,10,938
GHG Emission Reductions,11,938
GHG Emission Reductions,12,938
GHG Emission Reductions,13,938
GHG Emission Reductions,14,938
GHG Emission Reductions,15,938
GHG Emission Reductions,17,938
GHG Emission Reductions,18,938
GHG Emission Reductions,20,938
GHG Emission Reductions,21,938
GHG Emission Reductions,22,938
GHG Emission Reductions,23,938
GHG Emission Reductions,24,938
GHG Emission Reductions,27,938
GHG Emission Reductions,28,938
GHG Emission Reductions,29,938
GHG Emission Reductions,30,938
Methodology,1,938
Methodology,9,938
Methodology,10,938
Methodology,12,938
Methodology,15,938
Methodology,17,938
Methodology,19,938
Methodology,21,938
Methodology,25,938
Methodology,26,938
Project Description,1,938
Project Description,2,938
Project Description,3,938
Project Description,4,938
Project Description,5,938
Project Description,6,938
Project Description,7,938
Project Description,8,938
Project Description,9,938
Project Description,10,938
Project Description,11,938
Project Description,12,938
Project Description,13,938
Project Description,14,938
Project Description,15,938
Project Description,16,938
Project Description,17,938
Project Description,18,938
Project Description,19,938
Project Description,20,938
Project Description,21,938
Project Description,22,938
Project Description,23,938
Project Description,24,938
Project Description,25,938
Project Description,26,938
Project Description,27,938
Project Description,28,938
Project Description,29,938
Project Description,30,938
Credit Period,2,938
Credit Period,4,938
Credit Period,7,938
Credit Period,20,938
Credit Period,21,938
Credit Period,22,938
Credit Period,23,938
Credit Period,29,938
Credit Period,30,938
Sector,2,938
Sector,8,938
Sector,9,938
Sector,13,938
Sector,17,938
Project Proponent,9,939
Project Proponent,15,939
Project Proponent,17,939
Project Proponent,21,939
Project Proponent,23,939
Project Proponent,24,939
Project Proponent,25,939
Project Proponent,31,939
Project Proponent,36,939
GHG Emission Reductions,2,939
GHG Emission Reductions,4,939
GHG Emission Reductions,6,939
GHG Emission Reductions,8,939
GHG Emission Reductions,9,939
GHG Emission Reductions,10,939
GHG Emission Reductions,11,939
GHG Emission Reductions,12,939
GHG Emission Reductions,16,939
GHG Emission Reductions,17,939
GHG Emission Reductions,18,939
GHG Emission Reductions,19,939
GHG Emission Reductions,21,939
GHG Emission Reductions,22,939
GHG Emission Reductions,23,939
GHG Emission Reductions,24,939
GHG Emission Reductions,25,939
GHG Emission Reductions,26,939
GHG Emission Reductions,27,939
GHG Emission Reductions,28,939
GHG Emission Reductions,29,939
GHG Emission Reductions,30,939
GHG Emission Reductions,31,939
GHG Emission Reductions,32,939
GHG Emission Reductions,33,939
GHG Emission Reductions,35,939
GHG Emission Reductions,36,939
Methodology,10,939
Methodology,11,939
Methodology,18,939
Methodology,19,939
Methodology,31,939
Methodology,32,939
Project Description,2,939
Project Description,4,939
Project Description,6,939
Project Description,7,939
Project Description,9,939
Project Description,10,939
Project Description,13,939
Project Description,16,939
Project Description,17,939
Project Description,19,939
Project Description,20,939
Project Description,21,939
Project Description,22,939
Project Description,23,939
Project Description,24,939
Project Description,25,939
Project Description,26,939
Project Description,27,939
Project Description,28,939
Project Description,29,939
Project Description,30,939
Project Description,31,939
Project Description,33,939
Credit Period,2,939
Credit Period,5,939
Credit Period,24,939
Credit Period,25,939
Credit Period,31,939
Credit Period,36,939
Sector,2,939
Sector,3,939
Sector,8,939
Sector,10,939
Sector,18,939
Project Proponent,1,943
Project Proponent,6,943
Project Proponent,10,943
Project Proponent,11,943
Project Proponent,19,943
Project Proponent,24,943
Project Proponent,26,943
Project Proponent,31,943
Project Proponent,32,943
Project Proponent,33,943
Project Proponent,34,943
Project Proponent,38,943
Project Proponent,39,943
Project Proponent,52,943
GHG Emission Reductions,1,943
GHG Emission Reductions,2,943
GHG Emission Reductions,3,943
GHG Emission Reductions,4,943
GHG Emission Reductions,5,943
GHG Emission Reductions,6,943
GHG Emission Reductions,9,943
GHG Emission Reductions,10,943
GHG Emission Reductions,12,943
GHG Emission Reductions,15,943
GHG Emission Reductions,17,943
GHG Emission Reductions,25,943
GHG Emission Reductions,27,943
GHG Emission Reductions,28,943
GHG Emission Reductions,29,943
GHG Emission Reductions,31,943
GHG Emission Reductions,33,943
GHG Emission Reductions,34,943
GHG Emission Reductions,35,943
GHG Emission Reductions,36,943
GHG Emission Reductions,37,943
GHG Emission Reductions,38,943
GHG Emission Reductions,41,943
GHG Emission Reductions,46,943
GHG Emission Reductions,47,943
GHG Emission Reductions,48,943
GHG Emission Reductions,51,943
GHG Emission Reductions,52,943
Methodology,2,943
Methodology,10,943
Methodology,11,943
Methodology,13,943
Methodology,14,943
Methodology,15,943
Methodology,17,943
Methodology,29,943
Methodology,31,943
Methodology,32,943
Methodology,35,943
Methodology,36,943
Methodology,37,943
Methodology,39,943
Methodology,40,943
Methodology,41,943
Methodology,42,943
Methodology,46,943
Project Description,1,943
Project Description,2,943
Project Description,3,943
Project Description,4,943
Project Description,5,943
Project Description,6,943
Project Description,7,943
Project Description,8,943
Project Description,9,943
Project Description,10,943
Project Description,11,943
Project Description,12,943
Project Description,13,943
Project Description,14,943
Project Description,15,943
Project Description,16,943
Project Description,17,943
Project Description,18,943
Project Description,19,943
Project Description,20,943
Project Description,21,943
Project Description,22,943
Project Description,23,943
Project Description,24,943
Project Description,25,943
Project Description,26,943
Project Description,27,943
Project Description,28,943
Project Description,29,943
Project Description,30,943
Project Description,31,943
Project Description,32,943
Project Description,33,943
Project Description,34,943
Project Description,35,943
Project Description,36,943
Project Description,37,943
Project Description,38,943
Project Description,39,943
Project Description,40,943
Project Description,41,943
Project Description,42,943
Project Description,43,943
Project Description,44,943
Project Description,45,943
Project Description,46,943
Project Description,47,943
Project Description,48,943
Project Description,49,943
Project Description,50,943
Project Description,51,943
Project Description,52,943
Credit Period,1,943
Credit Period,3,943
Credit Period,5,943
Credit Period,6,943
Credit Period,33,943
Credit Period,34,943
Credit Period,35,943
Credit Period,36,943
Credit Period,37,943
Credit Period,39,943
Credit Period,47,943
Credit Period,51,943
Sector,1,943
Sector,4,943
Sector,6,943
Sector,7,943
Sector,11,943
Sector,14,943
Sector,16,943
Sector,18,943
Sector,19,943
Sector,25,943
Sector,26,943
Sector,27,943
Sector,28,943
Sector,38,943
Sector,43,943
Sector,50,943
GHG Emission Reductions,2,945
GHG Emission Reductions,6,945
GHG Emission Reductions,8,945
GHG Emission Reductions,9,945
GHG Emission Reductions,11,945
GHG Emission Reductions,22,945
GHG Emission Reductions,23,945
GHG Emission Reductions,29,945
GHG Emission Reductions,30,945
GHG Emission Reductions,31,945
GHG Emission Reductions,37,945
GHG Emission Reductions,38,945
GHG Emission Reductions,39,945
GHG Emission Reductions,40,945
GHG Emission Reductions,41,945
GHG Emission Reductions,42,945
GHG Emission Reductions,43,945
GHG Emission Reductions,44,945
GHG Emission Reductions,45,945
GHG Emission Reductions,70,945
Methodology,1,945
Methodology,5,945
Methodology,7,945
Methodology,8,945
Methodology,9,945
Methodology,10,945
Methodology,22,945
Methodology,25,945
Methodology,27,945
Methodology,30,945
Methodology,31,945
Methodology,39,945
Methodology,45,945
Methodology,58,945
Project Description,1,945
Project Description,2,945
Project Description,3,945
Project Description,4,945
Project Description,7,945
Project Description,9,945
Project Description,10,945
Project Description,19,945
Project Description,21,945
Project Description,22,945
Project Description,23,945
Project Description,27,945
Project Description,31,945
Project Description,32,945
Project Description,33,945
Project Description,34,945
Project Description,35,945
Project Description,36,945
Project Description,37,945
Project Description,39,945
Project Description,40,945
Project Description,43,945
Project Description,46,945
Project Description,47,945
Project Description,49,945
Project Description,51,945
Project Description,52,945
Project Description,53,945
Project Description,55,945
Project Description,57,945
Project Description,58,945
Project Description,70,945
Credit Period,1,945
Credit Period,6,945
Credit Period,22,945
Credit Period,25,945
Credit Period,26,945
Credit Period,27,945
Credit Period,29,945
Credit Period,30,945
Credit Period,37,945
Credit Period,43,945
Credit Period,46,945
Sector,2,945
Sector,3,945
Sector,4,945
Sector,10,945
Sector,11,945
Sector,18,945
Project Proponent,26,949
GHG Emission Reductions,2,949
GHG Emission Reductions,5,949
GHG Emission Reductions,6,949
GHG Emission Reductions,9,949
GHG Emission Reductions,22,949
GHG Emission Reductions,28,949
GHG Emission Reductions,29,949
GHG Emission Reductions,31,949
GHG Emission Reductions,32,949
GHG Emission Reductions,33,949
GHG Emission Reductions,34,949
GHG Emission Reductions,37,949
GHG Emission Reductions,47,949
Methodology,1,949
Methodology,7,949
Methodology,8,949
Methodology,12,949
Methodology,19,949
Methodology,26,949
Methodology,31,949
Methodology,34,949
Methodology,38,949
Project Description,1,949
Project Description,2,949
Project Description,3,949
Project Description,4,949
Project Description,7,949
Project Description,8,949
Project Description,9,949
Project Description,12,949
Project Description,24,949
Project Description,26,949
Project Description,29,949
Project Description,30,949
Project Description,31,949
Project Description,32,949
Project Description,33,949
Project Description,34,949
Project Description,39,949
Project Description,40,949
Project Description,42,949
Project Description,43,949
Project Description,44,949
Project Description,46,949
Project Description,47,949
Credit Period,1,949
Credit Period,6,949
Credit Period,24,949
Credit Period,26,949
Credit Period,28,949
Credit Period,31,949
Credit Period,32,949
Credit Period,33,949
Credit Period,38,949
Credit Period,39,949
Sector,5,949
Sector,19,949
Project Proponent,2,950
GHG Emission Reductions,2,950
GHG Emission Reductions,3,950
GHG Emission Reductions,4,950
Methodology,3,950
Project Description,1,950
Project Description,2,950
Project Description,3,950
Project Description,4,950
Credit Period,2,950
Credit Period,3,950
Sector,2,950
Project Proponent,2,951
GHG Emission Reductions,2,951
GHG Emission Reductions,3,951
GHG Emission Reductions,4,951
Methodology,3,951
Project Description,1,951
Project Description,2,951
Project Description,3,951
Project Description,4,951
Credit Period,2,951
Credit Period,3,951
Sector,2,951
GHG Emission Reductions,2,952
GHG Emission Reductions,3,952
GHG Emission Reductions,5,952
GHG Emission Reductions,6,952
GHG Emission Reductions,7,952
GHG Emission Reductions,9,952
GHG Emission Reductions,25,952
GHG Emission Reductions,26,952
GHG Emission Reductions,33,952
GHG Emission Reductions,36,952
GHG Emission Reductions,37,952
GHG Emission Reductions,38,952
GHG Emission Reductions,39,952
GHG Emission Reductions,52,952
Methodology,1,952
Methodology,7,952
Methodology,31,952
Methodology,33,952
Methodology,36,952
Methodology,37,952
Methodology,39,952
Methodology,43,952
Project Description,1,952
Project Description,2,952
Project Description,3,952
Project Description,4,952
Project Description,7,952
Project Description,8,952
Project Description,9,952
Project Description,13,952
Project Description,14,952
Project Description,16,952
Project Description,18,952
Project Description,23,952
Project Description,24,952
Project Description,26,952
Project Description,30,952
Project Description,34,952
Project Description,35,952
Project Description,36,952
Project Description,37,952
Project Description,38,952
Project Description,39,952
Project Description,42,952
Project Description,43,952
Project Description,44,952
Project Description,45,952
Project Description,47,952
Project Description,49,952
Project Description,51,952
Project Description,52,952
Credit Period,1,952
Credit Period,6,952
Credit Period,14,952
Credit Period,28,952
Credit Period,30,952
Credit Period,37,952
Credit Period,39,952
Credit Period,43,952
Credit Period,44,952
Sector,4,952
Sector,17,952
Sector,23,952
Project Proponent,8,955
Project Proponent,21,955
Project Proponent,22,955
Project Proponent,23,955
GHG Emission Reductions,1,955
GHG Emission Reductions,2,955
GHG Emission Reductions,5,955
GHG Emission Reductions,7,955
GHG Emission Reductions,8,955
GHG Emission Reductions,9,955
GHG Emission Reductions,11,955
GHG Emission Reductions,12,955
GHG Emission Reductions,18,955
GHG Emission Reductions,22,955
GHG Emission Reductions,23,955
GHG Emission Reductions,24,955
GHG Emission Reductions,25,955
GHG Emission Reductions,26,955
Methodology,1,955
Methodology,11,955
Methodology,12,955
Methodology,13,955
Methodology,15,955
Methodology,17,955
Methodology,19,955
Methodology,20,955
Methodology,22,955
Project Description,1,955
Project Description,2,955
Project Description,3,955
Project Description,4,955
Project Description,5,955
Project Description,6,955
Project Description,7,955
Project Description,8,955
Project Description,9,955
Project Description,10,955
Project Description,11,955
Project Description,12,955
Project Description,13,955
Project Description,14,955
Project Description,15,955
Project Description,16,955
Project Description,17,955
Project Description,18,955
Project Description,19,955
Project Description,20,955
Project Description,21,955
Project Description,22,955
Project Description,23,955
Project Description,24,955
Project Description,25,955
Project Description,26,955
Project Description,27,955
Project Description,28,955
Project Description,29,955
Project Description,30,955
Project Description,31,955
Project Description,32,955
Project Description,33,955
Project Description,34,955
Project Description,35,955
Credit Period,2,955
Credit Period,4,955
Credit Period,9,955
Credit Period,10,955
Credit Period,22,955
Credit Period,23,955
Sector,2,955
Sector,4,955
Sector,7,955
Sector,9,955
Sector,10,955
Sector,11,955
Sector,13,955
Sector,24,955
Project Proponent,6,957
Project Proponent,7,957
Project Proponent,8,957
Project Proponent,9,957
Project Proponent,12,957
Project Proponent,14,957
Project Proponent,26,957
Project Proponent,28,957
Project Proponent,29,957
Project Proponent,30,957
Project Proponent,31,957
Project Proponent,32,957
Project Proponent,40,957
Project Proponent,41,957
GHG Emission Reductions,1,957
GHG Emission Reductions,2,957
GHG Emission Reductions,3,957
GHG Emission Reductions,6,957
GHG Emission Reductions,7,957
GHG Emission Reductions,8,957
GHG Emission Reductions,9,957
GHG Emission Reductions,10,957
GHG Emission Reductions,12,957
GHG Emission Reductions,13,957
GHG Emission Reductions,14,957
GHG Emission Reductions,27,957
GHG Emission Reductions,29,957
GHG Emission Reductions,30,957
GHG Emission Reductions,33,957
GHG Emission Reductions,37,957
GHG Emission Reductions,38,957
GHG Emission Reductions,40,957
GHG Emission Reductions,42,957
GHG Emission Reductions,44,957
GHG Emission Reductions,56,957
Methodology,1,957
Methodology,2,957
Methodology,11,957
Methodology,12,957
Methodology,27,957
Methodology,34,957
Project Description,1,957
Project Description,2,957
Project Description,3,957
