State/Province,Proponent,VCS Project Status,Estimated Annual Emission Reductions,VCS Project Type,VCS Methodology,VCS Project Validator,Project Registration Date,Crediting Period Term,links,filename_raw,filename,updated_date,file_size,id
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1603&IDKEY=d8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0w2210537,PDD.pdf,144_pdd.pdf,29/01/2010,0,144
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=22685&IDKEY=qiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfl31282615,171214_Gunung Salak_VCS PD_lsa v2.2.pdf,144_171214_gunung_salak_vcs_pd_lsa_v2.2.pdf,20/12/2017,3993616,144
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1602&IDKEY=jq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh92209158,PPRR.pdf,144_pprr.pdf,29/01/2010,0,144
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1605&IDKEY=9iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3k2213295,Valid Rep.pdf,144_valid_rep.pdf,29/01/2010,0,144
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=22686&IDKEY=iiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3q31283994,FVR_2017IQ37MD_v2.0Aa_18.12.2017.pdf,144_fvr_2017iq37md_v2.0aa_18.12.2017.pdf,20/12/2017,0,144
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1607&IDKEY=j98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dk2216053,Valid Sta.pdf,144_valid_sta.pdf,29/01/2010,0,144
West Java Province,PT Indonesia Power,Registered,104620,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 29/09/2006 - 28/09/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=22333&IDKEY=kiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf930797207,"Gunung Salak_VCS Validation Representation, v3.3_approved.pdf","144_gunung_salak_vcs_validation_representation,_v3.3_approved.pdf",01/11/2017,0,144
,Multiple Proponents,Registered,210421,Agriculture Forestry and Other Land Use,VM0006,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35893&IDKEY=slksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098h49496447,PROJ_DESC_1168_03JUL2014.pdf,1168_proj_desc_1168_03jul2014.pdf,01/05/2017,6284662,1168
,Multiple Proponents,Registered,210421,Agriculture Forestry and Other Land Use,VM0006,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=36723&IDKEY=sq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhq50641017,Kulera_REDD+_Program_VCS_PD_Final_V1-0.pdf,1168_kulera_redd+_program_vcs_pd_final_v1-0.pdf,01/05/2017,0,1168
,Multiple Proponents,Registered,210421,Agriculture Forestry and Other Land Use,VM0006,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35892&IDKEY=jkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k49495068,PP_REG_REP_1168_28MAR2014.pdf,1168_pp_reg_rep_1168_28mar2014.pdf,01/05/2017,0,1168
,Multiple Proponents,Registered,210421,Agriculture Forestry and Other Land Use,VM0006,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=36720&IDKEY=flksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098n50636880,Kulera_REDD+_Program_VCS_Validation_Report_EDAA_ABE_TR_Closed_ABE_DKApproval_ABE.pdf,1168_kulera_redd+_program_vcs_validation_report_edaa_abe_tr_closed_abe_dkapproval_abe.pdf,01/05/2017,0,1168
,Multiple Proponents,Registered,210421,Agriculture Forestry and Other Land Use,VM0006,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35896&IDKEY=0q934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhd49500584,VALID_STA_1168_03JUL2014.pdf,1168_valid_sta_1168_03jul2014.pdf,01/05/2017,0,1168
Region XIV,The Nature Conservancy,Registered,58154,Agriculture Forestry and Other Land Use,VM0007,Aster Global Environmental Solutions Inc.,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 04/11/2003 - 03/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=36471&IDKEY=9q934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhj50293509,PROJ_DESC_1175_05APR2014.pdf,1175_proj_desc_1175_05apr2014.pdf,29/11/2016,6013904,1175
Region XIV,The Nature Conservancy,Registered,58154,Agriculture Forestry and Other Land Use,VM0007,Aster Global Environmental Solutions Inc.,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 04/11/2003 - 03/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37357&IDKEY=f903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfm51515303,PP_REG_REP_1175_22MAR2013.pdf,1175_pp_reg_rep_1175_22mar2013.pdf,29/11/2016,0,1175
Region XIV,The Nature Conservancy,Registered,58154,Agriculture Forestry and Other Land Use,VM0007,Aster Global Environmental Solutions Inc.,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 04/11/2003 - 03/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=36472&IDKEY=m8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0a50294888,VALID_REP_1175_06APR2014.pdf,1175_valid_rep_1175_06apr2014.pdf,29/11/2016,0,1175
Region XIV,The Nature Conservancy,Registered,58154,Agriculture Forestry and Other Land Use,VM0007,Aster Global Environmental Solutions Inc.,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 04/11/2003 - 03/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37355&IDKEY=9iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf351512545,VALID_REP_1175_30APR2013.pdf,1175_valid_rep_1175_30apr2013.pdf,29/11/2016,0,1175
Region XIV,The Nature Conservancy,Registered,58154,Agriculture Forestry and Other Land Use,VM0007,Aster Global Environmental Solutions Inc.,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 04/11/2003 - 03/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=36473&IDKEY=9iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf350296267,VALID_STA_1175_06APR2014.pdf,1175_valid_sta_1175_06apr2014.pdf,29/11/2016,0,1175
Uttaranchal,Jaiprakash Power Ventures Limited,Registered,1468106,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 03/06/2006 - 02/06/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=31828&IDKEY=08723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0v43890812,PP_REG_REP_173_29AUG2009.pdf,173_pp_reg_rep_173_29aug2009.pdf,15/06/2018,0,173
Uttaranchal,Jaiprakash Power Ventures Limited,Registered,1468106,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 03/06/2006 - 02/06/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=33917&IDKEY=0iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfm46771543,Deed_by_DNV.pdf,173_deed_by_dnv.pdf,13/02/2017,0,173
Uttaranchal,Jaiprakash Power Ventures Limited,Registered,1468106,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 03/06/2006 - 02/06/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=33918&IDKEY=aiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3r46772922,Deed_by_JPVL.pdf,173_deed_by_jpvl.pdf,13/02/2017,0,173
Uttaranchal,Jaiprakash Power Ventures Limited,Registered,1468106,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 03/06/2006 - 02/06/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=31827&IDKEY=lq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhl43889433,Validation_Report.pdf,173_validation_report.pdf,15/06/2018,0,173
Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,218634,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),07/04/2020,"1st, 18/02/2015 - 17/02/2025",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=45455&IDKEY=3iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf962682445,PROJ_DESC_1198_7OCT2013.pdf,1198_proj_desc_1198_7oct2013.pdf,03/04/2017,2667288,1198
Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,218634,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),07/04/2020,"1st, 18/02/2015 - 17/02/2025",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=44625&IDKEY=sq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh861537875,PP_REG_REP_1198_12NOV2013.pdf,1198_pp_reg_rep_1198_12nov2013.pdf,03/04/2017,0,1198
Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,218634,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),07/04/2020,"1st, 18/02/2015 - 17/02/2025",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37079&IDKEY=a98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8ds51131941,VALID_REP_1198_30JAN2014.pdf,1198_valid_rep_1198_30jan2014.pdf,03/04/2017,0,1198
Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,218634,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),07/04/2020,"1st, 18/02/2015 - 17/02/2025",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37080&IDKEY=nlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098251133320,VALID_STA_1198_30JAN2014.pdf,1198_valid_sta_1198_30jan2014.pdf,03/04/2017,0,1198
Eastern and Southern Provinces,Gola Rainforest Conservation LG,Registered,498667,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",11/04/2015,"1st, 01/08/2012 - 31/07/2042",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17522&IDKEY=9kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909924162838,PROJ_DESC_1201_14OCT2015.pdf,1201_proj_desc_1201_14oct2015.pdf,03/11/2015,3917001,1201
Eastern and Southern Provinces,Gola Rainforest Conservation LG,Registered,498667,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",11/04/2015,"1st, 01/08/2012 - 31/07/2042",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17498&IDKEY=3097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87024129742,REG_REP_1201_26OCT2015.pdf,1201_reg_rep_1201_26oct2015.pdf,29/10/2015,0,1201
Eastern and Southern Provinces,Gola Rainforest Conservation LG,Registered,498667,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",11/04/2015,"1st, 01/08/2012 - 31/07/2042",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17458&IDKEY=f903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdff24074582,VALID_REP_1201_26OCT2015_CCBA.pdf,1201_valid_rep_1201_26oct2015_ccba.pdf,26/10/2015,0,1201
Eastern and Southern Provinces,Gola Rainforest Conservation LG,Registered,498667,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",11/04/2015,"1st, 01/08/2012 - 31/07/2042",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17460&IDKEY=nlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098u24077340,VALID_STA_1201_26OCT2015.pdf,1201_valid_sta_1201_26oct2015.pdf,26/10/2015,0,1201
Lusaka,BioCarbon Partners,Verification approval requested,189117,Agriculture Forestry and Other Land Use,VM0009,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=16452&IDKEY=rlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098322687308,PROJ_DESC_1202_19FEB2014.pdf,1202_proj_desc_1202_19feb2014.pdf,20/05/2015,0,1202
Lusaka,BioCarbon Partners,Verification approval requested,189117,Agriculture Forestry and Other Land Use,VM0009,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47379&IDKEY=80e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9j65335641,20200708_LZRP_PD_V1.1.pdf,1202_20200708_lzrp_pd_v1.1.pdf,10/07/2020,3604741,1202
Lusaka,BioCarbon Partners,Verification approval requested,189117,Agriculture Forestry and Other Land Use,VM0009,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=16451&IDKEY=3kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909322685929,PP_REG_REP_1202_29NOV2012.pdf,1202_pp_reg_rep_1202_29nov2012.pdf,20/05/2015,0,1202
Lusaka,BioCarbon Partners,Verification approval requested,189117,Agriculture Forestry and Other Land Use,VM0009,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=16454&IDKEY=s0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9F22690066,VALID_REP_1202_04APR2014.pdf,1202_valid_rep_1202_04apr2014.pdf,20/05/2015,0,1202
Lusaka,BioCarbon Partners,Verification approval requested,189117,Agriculture Forestry and Other Land Use,VM0009,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=36605&IDKEY=l0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9e50478295,VALID_REP_1202_04APR2014.pdf,1202_valid_rep_1202_04apr2014.pdf,10/12/2015,0,1202
Lusaka,BioCarbon Partners,Verification approval requested,189117,Agriculture Forestry and Other Land Use,VM0009,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"1st, 01/10/2009 - 30/09/2039",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=16455&IDKEY=aq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhn22691445,VALID_STA_1202_04APR2014.pdf,1202_valid_sta_1202_04apr2014.pdf,20/05/2015,0,1202
Jurisdictions of Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,231898,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 14/11/2013 - 13/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37449&IDKEY=3kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909351642171,PROJ_DESC_1205_30OCT2013.pdf,1205_proj_desc_1205_30oct2013.pdf,03/04/2017,2670939,1205
Jurisdictions of Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,231898,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 14/11/2013 - 13/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37448&IDKEY=s98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dl51640792,PP_REG_REP_1205_12NOV2013.pdf,1205_pp_reg_rep_1205_12nov2013.pdf,03/04/2017,0,1205
Jurisdictions of Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,231898,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 14/11/2013 - 13/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37077&IDKEY=jiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3951129183,VALID_REP_1205_30JAN2014.pdf,1205_valid_rep_1205_30jan2014.pdf,03/04/2017,0,1205
Jurisdictions of Elazığ and Tunceli Provinces,Darenhes Elektrik Uretimi A.S.,Registered,231898,Energy industries (renewable/non-renewable sources),ACM0002,RINA S.p.A (RINA),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 14/11/2013 - 13/11/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37078&IDKEY=u903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfd51130562,VALID_STA_1205_30JAN2014.pdf,1205_valid_sta_1205_30jan2014.pdf,03/04/2017,0,1205
Tucumán,Arcor Group,Registered,41700,Energy industries (renewable/non-renewable sources),AM0036,Colombian Institute for Technical Standards and Certification (ICONTEC),06/04/2020,"2nd, 01/05/2017 - 30/04/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1029&IDKEY=3iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq31418991,VCS PDT Arcor-post visit.pdf,185_vcs_pdt_arcor-post_visit.pdf,16/11/2009,1102924,185
Tucumán,Arcor Group,Registered,41700,Energy industries (renewable/non-renewable sources),AM0036,Colombian Institute for Technical Standards and Certification (ICONTEC),06/04/2020,"2nd, 01/05/2017 - 30/04/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1407&IDKEY=qiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3c1940253,Registration Deed of Representation_ Arcor.pdf,185_registration_deed_of_representation__arcor.pdf,05/01/2010,0,185
Tucumán,Arcor Group,Registered,41700,Energy industries (renewable/non-renewable sources),AM0036,Colombian Institute for Technical Standards and Certification (ICONTEC),06/04/2020,"2nd, 01/05/2017 - 30/04/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1103&IDKEY=kkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909j1521037,VCSvalidationrepARCOR.pdf,185_vcsvalidationreparcor.pdf,20/11/2009,0,185
Tucumán,Arcor Group,Registered,41700,Energy industries (renewable/non-renewable sources),AM0036,Colombian Institute for Technical Standards and Certification (ICONTEC),06/04/2020,"2nd, 01/05/2017 - 30/04/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=1105&IDKEY=u097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn8781523795,validationstatementARCOR.pdf,185_validationstatementarcor.pdf,20/11/2009,0,185
,The Wildlife Conservation Society (WCS),Registered,1267231,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/01/2005 - 31/12/2034",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37903&IDKEY=98723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0752268237,PROJ_DESC_1215_28SEP2012.pdf,1215_proj_desc_1215_28sep2012.pdf,31/03/2017,13581520,1215
,The Wildlife Conservation Society (WCS),Registered,1267231,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/01/2005 - 31/12/2034",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37908&IDKEY=8kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909052275132,PP_REG_REP_1215_04DEC2013.pdf,1215_pp_reg_rep_1215_04dec2013.pdf,31/03/2017,0,1215
,The Wildlife Conservation Society (WCS),Registered,1267231,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/01/2005 - 31/12/2034",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37061&IDKEY=9kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909251107119,VALID_REP_1215_28SEP2012.pdf,1215_valid_rep_1215_28sep2012.pdf,31/03/2017,0,1215
,The Wildlife Conservation Society (WCS),Registered,1267231,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/01/2005 - 31/12/2034",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37911&IDKEY=jq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh952279269,VALID_STA_1215_28SEP2013.pdf,1215_valid_sta_1215_28sep2013.pdf,31/03/2017,0,1215
