section,start_page,end_page,id,filename
C.2. Choice of crediting period and related information:,21,21,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
C.2.1. Renewable crediting period:,21,21,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
C.2.2. Fixed crediting period:,21,22,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.1. Name and reference of approved monitoring methodology applied to the small-scale project,22,22,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.2. Justification of the choice of the methodology and why it is applicable to the small-scale,22,23,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3 Data to be monitored:,23,23,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.1 Electricity Gross electricity MWh M continuous 100 % Electronic 2 years Measured in the,23,23,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.2 Electricity Electricity MWh M continuous 100 % Electronic 2 years Measured in the,23,23,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.3 Electricity Net electricity MWh C continuous 100 % Electronic 2 years Calculated after,23,24,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.4 Electricity Electricity MWh M continuous 100 % Electronic 2 years Would be,24,25,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.4. Qualitative explanation of how quality control (QC) and quality assurance (QA) procedures,25,25,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.1 Low Yes Meter will be checked and calibrated as per specification,25,25,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.2 Low Yes Meter will be checked and calibrated as per specification,25,25,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.3 Low Yes This data will be used for calculation of emission,25,25,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
D.3.4 Low Yes This data will be used for cross checking with TNEB,25,29,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
E.1.1 Selected formulae as provided in appendix B:,29,29,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
E.1.2 Description of formulae when not provided in appendix B:,29,32,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
E.2 Table providing values obtained when applying formulae above:,32,33,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
"F.1. If required by the host Party, documentation on the analysis of the environmental impacts of",33,34,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
G.1. Brief description of how comments by local stakeholders have been invited and compiled:,34,34,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
G.2. Summary of the comments received:,34,36,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
G.3. Report on how due account was taken of any comments received:,36,36,1,1_pdd_7.25mw_wind_aruppukottai_-_india.pdf
8.1 Estimating Emissions from Above Ground Large Tree Biomass,51,51,562,562_proj_desc_562_31jan2011.pdf
8.2 Estimating Emissions from Above Ground Small Tree Biomass,51,51,562,562_proj_desc_562_31jan2011.pdf
8.3 Estimating Emissions from Above Ground Non-Tree Biomass,51,51,562,562_proj_desc_562_31jan2011.pdf
8.4 Estimating Emissions from Below Ground Large Tree Biomass,51,52,562,562_proj_desc_562_31jan2011.pdf
8.5 Estimating Emissions from Below Ground Small Tree Biomass,52,52,562,562_proj_desc_562_31jan2011.pdf
8.6 Estimating Emissions from Below Ground Non-Tree Biomass,52,52,562,562_proj_desc_562_31jan2011.pdf
8.7 Estimating Emissions from Standing Dead Wood,52,52,562,562_proj_desc_562_31jan2011.pdf
8.8 Estimating Emissions from Lying Dead Wood,52,52,562,562_proj_desc_562_31jan2011.pdf
8.9 Estimating Emissions from Soil,52,52,562,562_proj_desc_562_31jan2011.pdf
8.10 Estimating Emissions from Wood Products,52,53,562,562_proj_desc_562_31jan2011.pdf
9.0 Forest Fires,53,53,562,562_proj_desc_562_31jan2011.pdf
9.1 Emissions from Burning,53,53,562,562_proj_desc_562_31jan2011.pdf
1.1 Unique Project Benefits,3,3,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
1.2 Standardized Benefit Metrics,3,8,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1 Project Description,8,8,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.1 Implementation Description,8,9,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.2 Project Category and Activity Type,9,9,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.3 Project Proponent(s),9,9,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.4 Other Entities Involved in the Project,9,10,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.5 Project Start Date (G1.9),10,10,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.6 Project Crediting Period (G1.9),10,10,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.7 Project Location,10,11,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.8 Title and Reference of Methodology,11,11,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.9 Other Programs (G5.9),11,11,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.1.10 Sustainable Development,11,12,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.2 Project Implementation Status,12,12,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.2.1 Implementation Schedule (G1.9),12,14,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.2.2 Methodology Deviations,14,14,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.2.3 Minor Changes to Project Description (Rules 3.5.6),14,14,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
2.2.4 Project Description Deviations (Rules 3.5.7 – 3.5.10),14,15,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
3.5.1 Regional Climate Change Scenarios,15,16,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
3.5.2 Climate Change Impacts,16,16,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
3.5.3 Measures Needed and Designed for Adaptation,16,48,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.1 Net Positive Community Impacts,48,48,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.1.1 Community Impacts (CM2.1),48,51,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.1.2 Negative Community Impact Mitigation (CM2.2),51,51,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
"4.1.3 Net Positive Community Well-Being (CM2.3, GL1.4)",51,51,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.1.4 Protection of High Conservation Values (CM2.4),51,51,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.2 Other Stakeholder Impacts,51,51,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.2.1 Mitigation of Negative Impacts on Other Stakeholders (CM3.2),51,52,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.2.2 Net Impacts on Other Stakeholders (CM3.3),52,52,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.3 Community Impact Monitoring,52,52,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
"4.3.1 Community Monitoring Plan (CM4.1, CM4.2, GL1.4, GL2.2, GL2.3, GL2.5)",52,53,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.3.2 Monitoring Plan Dissemination (CM4.3),53,54,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4 Optional Criterion: Exceptional Community Benefits,54,54,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4.1 Short-term and Long-term Community Benefits (GL2.2),54,58,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4.2 Marginalized and/or Vulnerable Community Groups (GL2.4),58,59,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4.3 Net Impacts on Women (GL2.5),59,61,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4.4 Benefit Sharing Mechanisms (GL2.6),61,61,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4.5 Governance and Implementation Structures (GL2.8),61,61,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
4.4.6 Smallholders/Community Members Capacity Development (GL2.9),61,61,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1 Net Positive Biodiversity Impacts,61,61,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.1 Biodiversity Changes (B2.1),61,63,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.2 Mitigation Actions (B2.3),63,64,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
"5.1.3 Net Positive Biodiversity Impacts (B2.2, GL1.4)",64,64,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.4 High Conservation Values Protected (B2.4),64,65,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.5 Invasive Species (B2.5),65,65,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.6 Impacts of Non-native Species (B2.6),65,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.7 GMO Exclusion (B2.7),67,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.1.8 Inputs Justification (B2.8),67,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.2 Offsite Biodiversity Impacts,67,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.2.1 Negative Offsite Biodiversity Impacts (B3.1) and Mitigation Actions (B3.2),67,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.2.2 Net Offsite Biodiversity Benefits (B3.3),67,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.3 Biodiversity Impact Monitoring,67,67,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
"5.3.1 Biodiversity Monitoring Plan (B4.1, B4.2, GL1.4, GL3.4)",67,71,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.3.2 Biodiversity Monitoring Plan Dissemination (B4.3),71,71,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.4 Optional Criterion: Exceptional Biodiversity Benefits,71,71,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
5.4.1 Trigger Species Population Trends (GL3.3),71,71,737,737_tist_ke_pd-vcs-005n_app13_verif_03_monitoring_rpt_200522v3.pdf
1.7 Conditions prior to project initiation:,1,1,8,8_vcs_pd_djm_vcs.pdf
1.8 A description of how the project will achieve GHG,1,1,8,8_vcs_pd_djm_vcs.pdf
"1.9 Project technologies, products, services and the",1,1,8,8_vcs_pd_djm_vcs.pdf
1.10 Compliance with relevant local laws and regulations,1,1,8,8_vcs_pd_djm_vcs.pdf
1.11 Identification of risks that may substantially,1,1,8,8_vcs_pd_djm_vcs.pdf
1.12 Demonstration to confirm that the project was not,1,1,8,8_vcs_pd_djm_vcs.pdf
1.13 Demonstration that the project has not created,1,2,8,8_vcs_pd_djm_vcs.pdf
1.14 Project rejected under other GHG programs (if,2,2,8,8_vcs_pd_djm_vcs.pdf
"1.15 Project proponents roles and responsibilities,",2,2,8,8_vcs_pd_djm_vcs.pdf
1.16 Any information relevant for the eligibility of the,2,2,8,8_vcs_pd_djm_vcs.pdf
1.17 List of commercially sensitive information (if,2,2,8,8_vcs_pd_djm_vcs.pdf
2.1 Title and reference of the VCS methodology applied to,2,2,8,8_vcs_pd_djm_vcs.pdf
2.2 Justification of the choice of the methodology and,2,2,8,8_vcs_pd_djm_vcs.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the",2,2,8,8_vcs_pd_djm_vcs.pdf
2.4 Description of how the baseline scenario is,2,3,8,8_vcs_pd_djm_vcs.pdf
2.5 Description of how the emissions of GHG by source in,3,3,8,8_vcs_pd_djm_vcs.pdf
3.1 Title and reference of the VCS methodology (which,3,3,8,8_vcs_pd_djm_vcs.pdf
"3.2 Monitoring, including estimation, modelling,",3,3,8,8_vcs_pd_djm_vcs.pdf
3.3 Data and parameters monitored / Selecting relevant,3,3,8,8_vcs_pd_djm_vcs.pdf
3.4 Description of the monitoring plan,3,4,8,8_vcs_pd_djm_vcs.pdf
4.1 Explanation of methodological choice:,4,4,8,8_vcs_pd_djm_vcs.pdf
4.2 Quantifying GHG emissions and/or removals for the,4,4,8,8_vcs_pd_djm_vcs.pdf
4.3 Quantifying GHG emissions and/or removals for the,4,4,8,8_vcs_pd_djm_vcs.pdf
4.4 Quantifying GHG emission reductions and removal,4,4,8,8_vcs_pd_djm_vcs.pdf
A.1 Title of the project activity:,1,1,1677,1677_4700_2_pdd_vvm_old.pdf
A.2. Description of the project activity:,1,3,1677,1677_4700_2_pdd_vvm_old.pdf
A.3. Project participants:,3,3,1677,1677_4700_2_pdd_vvm_old.pdf
A.4. Technical description of the project activity:,3,3,1677,1677_4700_2_pdd_vvm_old.pdf
A.4.1. Location of the project activity:,3,7,1677,1677_4700_2_pdd_vvm_old.pdf
A.4.2. Category (ies) of project activity:,7,7,1677,1677_4700_2_pdd_vvm_old.pdf
A.4.3. Technology to be employed by the project activity:,7,9,1677,1677_4700_2_pdd_vvm_old.pdf
A.4.4 Estimated amount of emission reductions over the chosen crediting period:,9,10,1677,1677_4700_2_pdd_vvm_old.pdf
A.4.5. Public funding of the project activity:,10,10,1677,1677_4700_2_pdd_vvm_old.pdf
B.2 Justification of the choice of the methodology and why it is applicable to the project,10,12,1677,1677_4700_2_pdd_vvm_old.pdf
B.3. Description of the sources and gases included in the project boundary,12,13,1677,1677_4700_2_pdd_vvm_old.pdf
B.4. Description of how the baseline scenario is identified and description of the identified,13,15,1677,1677_4700_2_pdd_vvm_old.pdf
B.5. Description of how the anthropogenic emissions of GHG by sources are reduced below,15,20,1677,1677_4700_2_pdd_vvm_old.pdf
B.6.1. Explanation of methodological choices:,26,30,1677,1677_4700_2_pdd_vvm_old.pdf
B.6.2. Data and parameters that are available at validation:,30,32,1677,1677_4700_2_pdd_vvm_old.pdf
B.6.3 Ex-ante calculation of emission reductions:,32,32,1677,1677_4700_2_pdd_vvm_old.pdf
B.6.4 Summary of the ex-ante estimation of emission reductions:,32,33,1677,1677_4700_2_pdd_vvm_old.pdf
B.7 Application of the monitoring methodology and description of the monitoring plan:,33,33,1677,1677_4700_2_pdd_vvm_old.pdf
B.7.1 Data and parameters monitored:,33,34,1677,1677_4700_2_pdd_vvm_old.pdf
B.7.2 Description of the monitoring plan:,34,38,1677,1677_4700_2_pdd_vvm_old.pdf
B.8 Date of completion of the application of the baseline study and monitoring methodology,38,38,1677,1677_4700_2_pdd_vvm_old.pdf
C.1 Duration of the project activity:,38,38,1677,1677_4700_2_pdd_vvm_old.pdf
C.1.1. Starting date of the project activity:,38,38,1677,1677_4700_2_pdd_vvm_old.pdf
C.1.2. Expected operational lifetime of the project activity:,38,38,1677,1677_4700_2_pdd_vvm_old.pdf
C.2 Choice of the crediting period and related information:,38,38,1677,1677_4700_2_pdd_vvm_old.pdf
C.2.1. Renewable crediting period,38,39,1677,1677_4700_2_pdd_vvm_old.pdf
C.2.2. Fixed crediting period:,39,39,1677,1677_4700_2_pdd_vvm_old.pdf
"D.1. Documentation on the analysis of the environmental impacts, including transboundary",39,39,1677,1677_4700_2_pdd_vvm_old.pdf
D.2. If environmental impacts are considered significant by the project participants or the host,39,39,1677,1677_4700_2_pdd_vvm_old.pdf
E.1. Brief description how comments by local stakeholders have been invited and compiled:,39,40,1677,1677_4700_2_pdd_vvm_old.pdf
E.2. Summary of the comments received:,40,40,1677,1677_4700_2_pdd_vvm_old.pdf
E.3. Report on how due account was taken of any comments received:,40,40,1677,1677_4700_2_pdd_vvm_old.pdf
2.1 SUPPLIER DATA,2,2,709,709_katuntsi_pd_vcs_final_080327.pdf
2.2 CARBON ASSET DEVELOPER,2,2,709,709_katuntsi_pd_vcs_final_080327.pdf
3.1 THE PROJECT,2,3,709,709_katuntsi_pd_vcs_final_080327.pdf
3.2 GEOGRAPHIC LOCATION,3,4,709,709_katuntsi_pd_vcs_final_080327.pdf
3.3 PROJECT BOUNDARY,4,5,709,709_katuntsi_pd_vcs_final_080327.pdf
3.4 PROJECT START DATE AND DEVELOPMENT SCHEDULE,5,6,709,709_katuntsi_pd_vcs_final_080327.pdf
3.5 ELECTRICITY SECTOR,6,7,709,709_katuntsi_pd_vcs_final_080327.pdf
3.6 PROJECT COSTS,7,8,709,709_katuntsi_pd_vcs_final_080327.pdf
3.7 FINANCING,8,9,709,709_katuntsi_pd_vcs_final_080327.pdf
3.8 OPERATING COSTS,9,9,709,709_katuntsi_pd_vcs_final_080327.pdf
4.1 GRID DISPLACEMENT FACTORS,9,10,709,709_katuntsi_pd_vcs_final_080327.pdf
4.2 EMISSION REDUCTION FORECAST,10,10,709,709_katuntsi_pd_vcs_final_080327.pdf
4.3 BASELINE SCENARIO,10,11,709,709_katuntsi_pd_vcs_final_080327.pdf
4.4 FINANCIAL PERFORMANCE OF PROJECT,11,15,709,709_katuntsi_pd_vcs_final_080327.pdf
4.5 ADDITIONALITY,15,18,709,709_katuntsi_pd_vcs_final_080327.pdf
5.1 PARTIES,18,18,709,709_katuntsi_pd_vcs_final_080327.pdf
5.2 MEASUREMENT OF VCUS,18,18,709,709_katuntsi_pd_vcs_final_080327.pdf
1.11 Identification of risks that may substantially affect the project’s GHG emission,1,1,69,69_vcs_pd.pdf
1.12 Demonstration to confirm that the project was not implemented to create GHG,1,1,69,69_vcs_pd.pdf
1.13 Demonstration that the project has not created another form of environmental,1,1,69,69_vcs_pd.pdf
1.14 Project rejected under other GHG programs (if applicable):,1,1,69,69_vcs_pd.pdf
"1.15 Project proponents roles and responsibilities, including contact information of the",1,1,69,69_vcs_pd.pdf
1.16 Any information relevant for the eligibility of the project and quantification of,1,1,69,69_vcs_pd.pdf
1.17 List of commercially sensitive information (if applicable):,1,1,69,69_vcs_pd.pdf
2.1 Title and reference of the VCS methodology applied to the project activity and,1,1,69,69_vcs_pd.pdf
2.2 Justification of the choice of the methodology and why it is applicable to the,1,2,69,69_vcs_pd.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the baseline scenario and for",2,2,69,69_vcs_pd.pdf
2.4 Description of how the baseline scenario is identified and description of the,2,2,69,69_vcs_pd.pdf
2.5 Description of how the emissions of GHG by source in baseline scenario are,2,2,69,69_vcs_pd.pdf
3.1 Title and reference of the VCS methodology (which includes the monitoring,2,2,69,69_vcs_pd.pdf
"3.2 Monitoring, including estimation, modelling, measurement or calculation",2,2,69,69_vcs_pd.pdf
"3.3 Data and parameters monitored / Selecting relevant GHG sources, sinks and",2,2,69,69_vcs_pd.pdf
3.4 Description of the monitoring plan,2,2,69,69_vcs_pd.pdf
4.1 Explanation of methodological choice:,2,2,69,69_vcs_pd.pdf
4.2 Quantifying GHG emissions and/or removals for the baseline scenario:,2,2,69,69_vcs_pd.pdf
4.3 Quantifying GHG emissions and/or removals for the project:,2,2,69,69_vcs_pd.pdf
4.4 Quantifying GHG emission reductions and removal enhancements for the GHG,2,2,69,69_vcs_pd.pdf
1.1 Unique Project Benefits,3,3,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
1.2 Standardized Benefit Metrics,3,8,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1 Project Description,8,8,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.1 Implementation Description,8,9,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.2 Project Category and Activity Type,9,9,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.3 Project Proponent(s),9,9,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.4 Other Entities Involved in the Project,9,10,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.5 Project Start Date (G1.9),10,10,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.6 Project Crediting Period (G1.9),10,10,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.7 Project Location,10,11,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.8 Title and Reference of Methodology,11,11,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.9 Other Programs (G5.9),11,11,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.1.10 Sustainable Development,11,12,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2 Project Implementation Status,12,12,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.1 Implementation Schedule (G1.9),12,13,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.2 Methodology Deviations,13,13,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.3 Minor Changes to Project Description (Rules 3.5.6),13,14,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.4 Project Description Deviations (Rules 3.5.7 – 3.5.10),14,14,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.5 Grouped Projects,14,17,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.6 Risks to the Project (G1.10),17,18,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.2.7 Benefit Permanence (G1.11),18,18,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3 Stakeholder Engagement,18,18,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.1 Stakeholder Access to Project Documents (G3.1),18,19,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.2 Dissemination of Summary Project Documents (G3.1),19,19,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.3 Informational Meetings with Stakeholders (G3.1),19,19,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
"2.3.4 Community Costs, Risks, and Benefits (G3.2)",19,21,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.5 Information to Stakeholder on Verification Process (G3.3),21,22,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.6 Site Visit Information and Opportunities to Communicate with Auditor (G3.3),22,22,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.7 Stakeholder Consultation (G3.4),22,23,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.8 Continued Consultation and Adaptive Management (G3.4),23,23,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.9 Stakeholder Consultation Channels (G3.5),23,23,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.10 Stakeholder Participation in Decision-Making and Implementation (G3.6),23,23,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.11 Anti-Discrimination Assurance (G3.7),23,23,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.12 Grievances (G3.8),23,24,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.13 Worker Training (G3.9),24,24,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.14 Community Employment Opportunities (G3.10),24,25,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.15 Relevant Laws and Regulations Related to Worker’s Rights (G3.11),25,26,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.3.16 Occupational Safety Assessment (G3.12),26,27,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4 Management Capacity,27,27,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4.1 Required Technical Skills (G4.2),27,28,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4.2 Management Team Experience (G4.2),28,29,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4.3 Project Management Partnerships/Team Development (G4.2),29,29,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4.4 Financial Health of Implementing Organization(s) (G4.3),29,29,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4.5 Avoidance of Corruption and Other Unethical Behavior (G4.3),29,29,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.4.6 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),29,29,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.5 Legal Status and Property Rights,29,29,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.5.1 Recognition of Property Rights (G5.1),29,30,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
"2.5.2 Free, Prior and Informed Consent (G5.2)",30,30,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
2.5.3 Property Right Protection (G5.3),30,30,899,899_tist_ke_pd-vcs-006n_app13_verif_03_monitoring_rpt_210312v4x.pdf
