,section_category,context,id,filename,type,value,question,value_orig
547,project_proponents,"[['Organization name', None, None, '', 'Mahogani Vishwa Agro Private Limited', ''], ['Contact person', None, None, '', 'Bhagatsing Manohar Shelke', ''], ['', 'Title', '', '', 'Managing Director', ''], ['Address', 'Address', None, '', 'Manjri Greens,', ''], [None, None, None, None, 'Phase-II. Twin bungalow, RH 13,', None], [None, None, None, None, 'Solapur- Pune Hwy, Manjri Bk,', None], [None, None, None, None, 'Pune Maharashtra 412307', None], ['', 'Telephone', '', '', '+91-9175757696', ''], ['Email', 'Email', None, '', 'mahoganivishvaagro@gmail.com', ''], [None, None, None, None, 'bhagatsingshelke@mitconnbs.com', None]]
1.5 Project Proponent",2479,2479_3._joint_pd_mr_version_8.0_clean.pdf,project_proponents,"[{'organization_name': 'Mahogani Vishwa Agro Pvt Ltd', 'telephone': '+91-9112399622', 'email': 'mahoganiwishvaagro@gmail.com', 'state/city': 'Pune', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Mahogani Vishwa Agro Pvt Ltd', 'telephone': '+91-9112399622', 'email': 'mahoganiwishvaagro@gmail.com', 'state/city': 'Pune', 'country': 'India'}]"
548,project_proponents,"[['', 'Organization name:', '', 'Araucanía Power S.A.'], ['', 'Contact person:', '', 'Ernesto Wagner Castell'], ['', 'Title:', '', 'Mr.'], ['', 'Address:', '', 'Av. Costanera 1655, Villarrica – La Araucania - Chile'], ['', 'Telephone:', '', '+43 664 5961801 +569 81209382'], ['', 'Email:', '', 'ew@araucaniapower.com']]
1.3 Project Proponent
Table 1: Project proponent information.",1945,1945_vcs-project-description-msa-1.pdf,project_proponents,"[{'organization_name': 'Araucania Power SpA', 'telephone': '+56985810143', 'email': 'ew@araucaniapower.com', 'country': 'Austria'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Araucania Power SpA', 'telephone': '+56985810143', 'email': 'ew@araucaniapower.com', 'country': 'Austria'}]"
549,project_proponents,"[['Nate Johnson, Hillsborough County', None], ['Role:', 'Project Proponent'], ['Contact\nInformation:', 'JohnsonN@HillsboroughCounty.org\nP: (813) 272-5977 x43209\nSolid Waste Management Division\nPublic Utilities Department\nTampa, FL 33602'], ['Responsibilities:', 'Official representative of the Project owner and proponent,\nHillsborough County. Responsible for all contractual\narrangements.']]
[['Glenn Hoag, Covanta Energy', None], ['Role:', 'Facility Manager'], ['Contact\nInformation:', 'GHoag@CovantaEnergy.com\nP: (813) 684-5688 x3013\n350 N. Falkenburg Road\nTampa, Florida 33619'], ['Responsibilities:', 'Site contact for Covanta Energy, the operator of the Project.']]
[['Mike Van Brunt, Covanta Energy', None], ['Role:', 'Technical Contact'], ['Contact\nInformation:', 'MVanbrunt@CovantaEnergy.com\nP: (862) 345-5279\n445 South Street\nMorristown, NJ 07960'], ['Responsibilities:', 'Technical contact for Covanta Energy, the operator of the\nProject.']]
1.15 Project proponents roles and responsibilities, including contact information of the
project proponent, other project participants
Hillsborough County PD 2011-06-13.docx – 7 – June 2011",1036,1036_hillsborough_county_pd_2011-06-13.pdf,project_proponents,"[{'organization_name': 'Hillsborough County', 'email': 'malpani@malpani.com', 'state/city': 'Inđija', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Hillsborough County', 'email': 'malpani@malpani.com', 'state/city': 'Inđija', 'country': 'India'}]"
550,sector,"[['The Project is grouped under Sector Scope 14, Agriculture, Forestry and Other Land Uses (AFOLU),'], ['and under the category of Forestation, Restoration and Revegetation (ARR) Project, in which activities'], ['are carried out for planting seedlings of forest species and conducting human-assisted natural'], ['regeneration.']]
2.1.10. Sectoral Scope and Project Type
The
and activities
are natural
regeneration.",3727,3727_ccb_vcs_project_description_corridors_for_life_arr_grouped_project-eng-v6.pdf,sector,{'project_sector': 'Forestry and Land Use'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Forestry and Land Use'}
551,crediting period,"1.9 Project Crediting Period
The crediting period of this project will be using a 7-year, twice renewable crediting period,
for a combined total project crediting period of 21 years from 10-June-2020 to 09-June-2041,
and the first 7-year period is from 10-June-2020 to 09-June-2027. Also, the project lifetime5
is 30 years from 06-January-20206 to 05-January-2050.",3686,3686_proj_desc_draft_3686_30aug2022.pdf,crediting period,"{'crediting_period_start': '2020-06-10', 'crediting_period_end': '2027-06-09'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2020-06-10', 'crediting_period_end': '2027-06-09'}"
552,crediting period,"1.9 Project Crediting Period
The project has a crediting period of 30 years, starting from 01-March-2020 until 28-February-
2050.
This version of the VCS PD covers the first baseline period of the Yellow Ipê Grouped REDD
Project, from 01-March-2020 to 28-February-2030.
According to VCS requirements, the baseline must be reassessed every 10 years for ongoing
unplanned deforestation5 because projections for deforestation are difficult to predict over the
long term.
1st baseline period: 01/03/2020 to 28/02/2030;
2nd baseline period: 01/03/2030 to 29/02/2040;
3rd baseline period: 01/03/2040 to 28/02/2050.",2373,2373_joint_vcs_pd_yellow_ipc__grouped_redd_project_v04.2.pdf,crediting period,"{'crediting_period_start': '2020-03-01', 'crediting_period_end': '2050-02-28'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2020-03-01', 'crediting_period_end': '2050-02-28'}"
553,methodology,"2.1 Title and Reference of Methodology
The grouped project activity is developed in accordance with the approved CDM Small Scale
Methodology AMS-I.F - Renewable electricity generation for captive use and mini-grid (Version
3.0) https://cdm.unfccc.int/methodologies/DB/9KJWQ1G0WEG6LKHX21MLPS8BQR7242
Tools referenced in this methodology:
 Tool to calculate project or leakage CO2 emissions from fossil fuel combustion (Version
02)
 Tool to calculate baseline, project and/or leakage emissions from electricity consumption
(Version 01)
 Tool to calculate the emission factor for an electricity system (Version 04)
 Project and leakage emissions from biomass (Version 02)",1545,1545_draft_proj_desc_pl1545_17may2016.pdf,methodology,{'project_methodologies': ['AMS-I.F.']},What is the methodology of this project?,{'project_methodologies': ['AMS-I.F.']}
554,crediting period,"1.9 Project Crediting Period
Ten years fixed of crediting period is applied in the project, which is from 28-February-2020
to 27-February-2030.",4088,4088_proj_desc_draft_4088_09jan2023.pdf,crediting period,"{'crediting_period_start': '2020-02-28', 'crediting_period_end': '2030-02-27'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2020-02-28', 'crediting_period_end': '2030-02-27'}"
555,project_description,"1.12 Project Location
The project activity has been carried out in Shamshabad, Hyderabad City, India. The geographic
coordinate of the project is 17.27 N and 78.34 E. The KML file for the same will be uploaded in
the VERRA registry. Attached is the screenshot for the same.",4459,4459_vcs_proj_desc_draft_4459_30may2023.pdf,project_description,"{'project_country': 'India', 'project_latitude': 17.27, 'project_longitude': 78.34}","What is the project province, country, latitude, and longitude of this project?","{'project_country': 'India', 'project_latitude': 17.27, 'project_longitude': 78.34}"
556,project_proponents,"1.3 Project Proponent
Project Proponent: CE Technology Berhad
Contact information: No.11528, Jalan Logam 4,
Kawasan Perindustrian Kamunting Raya,
34600 Taiping, Perak, Malaysia
Tel: +605-8910716
1 http://www.v-c-s.org/faqs/what-methodologies-are-eligible-under-vcs-program
v3.0 3

PROJECT DESCRIPTION : VCS Version 3
E-mail: steoh@ceglobal.com.my/el_lee@ceglobal.com.my
Website: www.ceglobal.com.my",1016,"1016_ce_technology_fuel_switch_for_cleanroom_glove_industry_project,_taiping_vcs_pd_final.pdf",project_proponents,"[{'organization_name': 'CE Technology Berhad', 'telephone': '66091020', 'email': '12098919@ceic.com', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'CE Technology Berhad', 'telephone': '66091020', 'email': '12098919@ceic.com', 'country': 'China'}]"
557,project_proponents,"[['Name of Party involved ((host)\nindicates a host Party)', 'Private and/or public entity(ies)\nproject participants (*) (as\napplicable)', 'Kindly indicate if the Party\ninvolved wishes to be considered\nas project participant (Yes/No)'], ['India', 'M/s Auro Mira Bio Energy Madurai\nLimited', 'No']]
A.3. Project participants :
>>",579,579_pdd.pdf,project_proponents,"[{'organization_name': 'Auro Mira Bio Energy Madurai Limited', 'email': 'dwarakaa.e@auromiraenergy.in', 'state/city': 'Madurai', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Auro Mira Bio Energy Madurai Limited', 'telephone': '28209890', 'email': 'dwarakaa.e@auromiraenergy.in', 'state/city': 'Madurai', 'country': 'India'}]"
558,crediting period,"1.6 Duration of the project activity/crediting period:
Project start date : 27/03/2002 (Earliest
commissioning date among all
WEG)
Crediting period start date : 13/04/2006(The date on which
the first monitoring period
starts)
VCS project crediting period : The project employs fixed
crediting period of 10 years which
may be renewed once.",436,436_vcs_project_description.pdf,crediting period,"{'crediting_period_start': '2006-04-13', 'crediting_period_end': '2016-04-12'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2006-04-13', 'crediting_period_end': '2016-04-12'}"
559,project_proponents,"[['', 'Organization:', '', 'Indian Wind Power Association'], ['', 'Roles & Responsibilities:', '', 'Primary Project Representative or the Project\nProponent (Focal point of contact on behalf of the\nindividual Project Participants authorized on the\nbasis of signed VCU transfer agreements)'], ['', None, None, None], ['', 'Street/P.O.Box:', '', 'Besant Avenue, Adyar'], ['', 'Building:', '', 'No. 40 (Ground Floor)'], ['', 'City:', '', 'Chennai'], ['', 'State/Region:', '', 'Tamil Nadu'], ['', 'Country:', '', 'India'], ['', 'Telephone:', '', '044 – 45504036'], ['', 'Fax:', '', '044 – 45504281'], ['', 'E-Mail:', '', 'iwpahq@rediffmail.com'], ['', 'URL:', '', ''], ['', 'Represented by:', '', ''], ['', 'Title:', '', 'Secretary General'], ['', 'Salutation:', '', 'Mr'], ['', 'Last Name:', '', 'Vijayaraghavan'], ['', 'Middle Name:', '', ''], ['', 'First Name:', '', 'Raghu'], ['', 'Mobile:', '', '+91 9840400024'], ['', 'Direct Fax:', '', '044 – 45504281'], ['', 'Direct tel:', '', '044 – 45504036']]
1.15 Project proponents roles and responsibilities, including contact information
of the project proponent, other project participants:
A. Primary Project Representative
10

[['', 'Personal E-Mail:', '', 'vraghu06@gmail.com']]
[['', 'Organization:', '', 'Sree Ayyanar Spinning and Weaving Mills Limited'], ['', 'Roles & Responsibilities:', '', 'Individual Project Participant or Project\nPromoter/developer'], ['', None, None, None], ['', 'Street/P.O.Box:', '', 'Mallanginar'], ['', 'Building:', '', 'Mill premises'], ['', 'City:', '', 'Near virudhunagar'], ['', 'State/Region:', '', 'Tamil Nadu'], ['', 'Country:', '', 'India'], ['', 'Telephone:', '', '04566 – 304100'], ['', 'Fax:', '', '04566 -288212'], ['', 'E-Mail:', '', 'mail@ayyanar.com'], ['', 'URL:', '', 'www.ayyanar.com'], ['', 'Represented by:', '', ''], ['', 'Title:', '', 'General Manager (finance)'], ['', 'Salutation:', '', 'Mr.'], ['', 'Last Name:', '', ''], ['', 'Middle Name:', '', ''], ['', 'First Name:', '', 'Rajadesingan'], ['', 'Mobile:', '', ''], ['', 'Direct Fax:', '', '04566-288212'], ['', 'Direct tel:', '', '04566-304304'], ['', 'Personal E-Mail:', '', 'raja@ayyanar.com']]
[['', 'Organization:', '', 'PIONEER JELLICE INDIA PRIVATE LIMITED'], ['', 'Roles & Responsibilities:', '', 'Individual Project Participant or Project\nPromoter/developer'], ['', None, None, None], ['', 'Street/P.O.Box:', '', '23, Vallabhai Road, Chokkikulam'], ['', 'Building:', '', ''], [None, '', None, None], ['', 'City:', '', 'Madurai – 625 002.'], ['', 'State/Region:', '', 'Tamil Nadu'], ['', 'Country:', '', 'India'], ['', 'Telephone:', '', '0452 2534099'], ['', 'Fax:', '', '0452 2534355'], ['', 'E-Mail:', '', 'pioneerjellice@pioneerasia.com'], ['', 'URL:', '', 'www.pioneerasia.com'], ['', 'Represented by:', '', ''], ['', 'Title:', '', 'Managing Director'], ['', 'Salutation:', '', 'Mr.'], ['', 'Last Name:', '', 'Annamalai'], ['', 'Middle Name:', '', ''], ['', 'First Name:', '', 'Sankaralingam'], ['', 'Mobile:', '', ''], ['', 'Direct Fax:', '', ''], ['', 'Direct tel:', '', '0452 2521978'], ['', 'Personal E-Mail:', '', 'pioneerjellice@pioneerasia.com']]
VCS Project Description
B. Individual Project Participants
1. Sree Ayyanar Spinning and Weaving Mills Limited:
2. PIONEER JELLICE INDIA PRIVATE LIMITED:
11

[['', 'Organization:', '', 'Meenasankar Enterprises'], ['', 'Roles & Responsibilities:', '', 'Individual Project Participant or Project\nPromoter/developer'], ['', None, None, None], ['', 'Street/P.O.Box:', '', '17-A, Virudhunagar Road'], ['', 'Building:', '', 'Boopathy Buildings'], ['', 'City:', '', 'Sivakasi – 626 123'], ['', 'State/Region:', '', 'Tamil Nadu'], ['', 'Country:', '', 'India'], ['', 'Telephone:', '', '04562 222422'], ['', 'Fax:', '', '04562 222056'], ['', 'E-Mail:', '', 'export@pioneerasia.com'], ['', 'URL:', '', 'www.pioneerasia.com'], ['', 'Represented by:', '', ''], ['', 'Title:', '', 'Manager'], ['', 'Salutation:', '', 'Mr.'], ['', 'Last Name:', '', 'Balasubramanian'], ['', 'Middle Name:', '', ''], ['', 'First Name:', '', 'Vijayadurai'], ['', 'Mobile:', '', '97900 17656'], ['', 'Direct Fax:', '', '04562 222056'], ['', 'Direct tel:', '', '04562 222422'], ['', 'Personal E-Mail:', '', 'finance@pioneerasia.com']]
[['', 'Organization:', '', 'PIONEER OVERSEAS (P) LTD.'], ['', 'Roles & Responsibilities:', '', 'Individual Project Participant or Project\nPromoter/developer'], ['', None, None, None], ['', 'Street/P.O.Box:', '', '17-A, Virudhunagar Road'], ['', 'Building:', '', 'Boopathy Buildings'], ['', 'City:', '', 'Sivakasi – 626 123'], ['', 'State/Region:', '', 'Tamil Nadu'], ['', 'Country:', '', 'India'], ['', 'Telephone:', '', '04562 222422'], ['', 'Fax:', '', '04562 222056'], ['', 'E-Mail:', '', 'export@pioneerasia.com'], ['', 'URL:', '', 'www.pioneerasia.com'], ['', 'Represented by:', '', ''], ['', 'Title:', '', 'Manager'], ['', 'Salutation:', '', 'Mr.'], ['', 'Last Name:', '', 'Balasubramanian'], ['', 'Middle Name:', '', ''], ['', 'First Name:', '', 'Vijayadurai'], ['', 'Mobile:', '', '97900 17656'], ['', 'Direct Fax:', '', '04562 222056'], ['', 'Direct tel:', '', '04562 222422'], ['', 'Personal E-Mail:', '', 'finance@pioneerasia.com']]
VCS Project Description
3. Meenasankar Enterprises:
4. PIONEER OVERSEAS (P) LTD.:",347,347_vcs_pd_8.5_mw_bundled_wind_project_in_tamil_nadu.pdf,project_proponents,"[{'organization_name': 'Indian Wind Power Association', 'telephone': '45504036', 'email': 'iwpahq@rediffmail.com', 'state/city': 'Chennai', 'country': 'India'}, {'organization_name': 'Sree Ayyanar Spinning and Weaving Mills Limited', 'email': 'mail@ayyanar.com', 'state/city': 'Inđija', 'country': 'India'}, {'organization_name': 'PIONEER JELLICE INDIA PRIVATE LIMITED', 'telephone': '0452 2534099', 'email': 'pioneeriellice@pioneerasia.com', 'state/city': 'Madurai', 'country': 'India'}, {'organization_name': 'Meenasankar Enterprises', 'email': 'export@pioneerasia.com', 'state/city': 'Sivakasi', 'country': 'India'}, {'organization_name': 'PIONEER OVERSEAS (P) LTD.', 'email': 'export@pioneerasia.com', 'state/city': 'Sivakasi', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Indian Wind Power Association', 'telephone': '45504036', 'email': 'iwpahq@rediffmail.com', 'state/city': 'Chennai', 'country': 'India'}, {'organization_name': 'Sree Ayyanar Spinning and Weaving Mills Limited', 'email': 'mail@ayyanar.com', 'state/city': 'Inđija', 'country': 'India'}, {'organization_name': 'PIONEER JELLICE INDIA PRIVATE LIMITED', 'telephone': '0452 2534099', 'email': 'pioneeriellice@pioneerasia.com', 'state/city': 'Madurai', 'country': 'India'}, {'organization_name': 'Meenasankar Enterprises', 'email': 'export@pioneerasia.com', 'state/city': 'Sivakasi', 'country': 'India'}, {'organization_name': 'PIONEER OVERSEAS (P) LTD.', 'email': 'export@pioneerasia.com', 'state/city': 'Sivakasi', 'country': 'India'}]"
